# n gamma re_zetaprime im_zetaprime
8626 8694.902289443 3.892825519031e+00 -5.233015536167e+00
8627 8695.905093298 3.645476329131e-01 -2.337645990324e+00
8628 8696.258314853 1.967879294674e+00 9.460232396036e-01
8629 8697.336511435 1.967126507171e+00 -6.290409876834e-01
8630 8697.610485681 -6.588845926799e-01 2.376281978191e+00
8631 8699.091219710 8.108003960614e+00 -3.165464085311e+00
8632 8699.936426458 5.009941105296e+00 -1.480707621356e+00
8633 8700.597521995 3.950558040731e+00 1.973519121960e+00
8634 8701.161157565 3.319817760174e-02 7.569505988422e+00
8635 8702.804254878 3.046825304235e+00 -8.718892951593e+00
8636 8703.417101022 5.470189908286e+00 -1.749522642145e+00
8637 8704.079332239 6.891639593381e+00 3.218194032290e+00
8638 8705.318810429 5.082613120009e+00 -6.465261652834e+00
8639 8706.154650753 3.531198936070e+00 -3.536485946759e+00
8640 8707.005236582 2.074817738902e+00 -1.823813802542e+00
8641 8707.597537701 1.975244056016e+00 5.639786698421e-01
8642 8708.113872195 5.949068237675e-02 3.182816265031e+00
8643 8709.159693739 5.067934594976e+00 6.530849531082e+00
8644 8709.949365151 5.065718434224e+00 1.288065272914e+01
8645 8711.450294477 6.451459242686e+00 -1.241330029143e+01
8646 8712.275399475 4.277676715637e+00 -5.790508110234e+00
8647 8712.986720708 5.585481677403e+00 -2.140926080003e+00
8648 8714.030953901 1.514306496827e+00 -2.367865587978e+00
8649 8714.366502801 1.762009001264e+00 2.342781280031e+00
8650 8715.585779950 5.665033129927e+00 -2.023984495415e+00
8651 8716.356426968 4.574808547439e+00 4.858992777157e-02
8652 8717.003515228 4.001760305769e+00 4.214913824949e+00
8653 8718.139853934 7.516267882552e+00 -1.196805178336e+00
8654 8719.090250677 2.669439019591e+00 -1.304438238134e+00
8655 8719.382554053 -1.936496400112e-01 3.289710113216e+00
8656 8720.447893299 9.577200084923e+00 1.250101430984e+01
8657 8721.974942172 1.265592132874e+00 -1.202442653906e+01
8658 8722.755721398 2.423893786790e+00 -5.403236001942e+00
8659 8723.599098642 1.409928177078e+00 -2.508816468087e+00
8660 8724.108198074 2.492481863103e+00 6.123076076809e-01
8661 8724.859676038 3.449471444998e+00 2.697286552263e+00
8662 8725.956761585 4.314335529041e+00 -7.143833626898e-01
8663 8726.536842210 2.667133877482e+00 3.217836674046e+00
8664 8727.253773684 1.189827822607e+00 8.178970318249e+00
8665 8728.498800855 1.612112870717e+01 1.019741865280e+00
8666 8729.628006990 6.408666848018e+00 -7.768252346262e+00
8667 8730.322892933 7.792881632613e+00 -2.020878469430e+00
8668 8731.474828184 1.027355692758e+00 -3.436175977394e+00
8669 8731.879802246 2.803052780021e+00 1.171765327775e+00
8670 8732.623377537 4.509339846174e+00 5.101723517906e+00
8671 8734.081398173 1.523269338752e+00 -5.228803047336e+00
8672 8734.675973837 3.207362507654e+00 -9.824682730536e-01
8673 8735.414586538 3.120167564998e+00 5.407361687784e-01
8674 8736.080091412 2.309859600034e+00 2.940638059028e+00
8675 8736.767658873 8.789851781355e-02 7.125673346576e+00
8676 8737.886599701 1.421192860321e+01 1.082409502748e+01
8677 8739.389508170 -4.652096554178e-01 -6.152961124176e+00
8678 8739.714814520 5.227999817101e+00 1.721437529640e+00
8679 8741.112495669 -1.410186469485e-01 -5.105711521719e+00
8680 8741.683325896 2.810316364293e+00 -1.618932373323e+00
8681 8742.525510715 2.060759053203e+00 -9.424219075948e-01
8682 8742.997118096 1.306149699488e+00 2.060842464949e+00
8683 8743.749048930 8.902337265639e-01 6.113184448432e+00
8684 8745.053827139 1.004950668568e+01 -1.564117982027e+00
8685 8745.977161412 5.199544514424e+00 -1.924837566524e+00
8686 8746.443532494 2.909538775541e+00 5.704252912227e+00
8687 8747.807308512 6.593593277897e+00 -5.499764125475e+00
8688 8748.384570856 7.509513739885e+00 2.801588565971e+00
8689 8749.516423499 7.620472227678e+00 -5.190681806733e+00
8690 8750.330086645 6.907664039930e+00 -2.931856035859e+00
8691 8751.346430864 2.774804689462e+00 -3.787191022537e+00
8692 8751.999141009 3.351364084466e+00 -5.387900335941e-01
8693 8752.672763590 3.661455677596e+00 2.214467936737e+00
8694 8753.775489789 3.402499208112e+00 -1.074721103664e+00
8695 8754.258907092 1.610238168547e+00 3.055787264195e+00
8696 8755.009176121 4.652886987509e-01 7.856898175214e+00
8697 8756.043831127 1.253904041273e+01 1.606384466251e+01
8698 8757.903052121 -4.076939199528e+00 -2.025350984174e+00
8699 8758.330109659 9.652540202496e-01 -1.827458337920e+00
8700 8758.806686424 2.315432097144e+00 7.971257408221e-01
8701 8759.591981370 4.231752228433e+00 3.087959224497e+00
8702 8760.797760690 4.032635080758e+00 -2.717612171726e+00
8703 8761.335651596 3.830935483230e+00 2.628641074478e+00
8704 8762.328890281 6.945980114349e+00 1.030649606982e+00
8705 8763.396469367 2.320675375217e+00 -1.507041195363e+00
8706 8763.655686196 -1.704186750775e-01 3.017440032924e+00
8707 8765.005865643 9.924432613144e+00 -1.188892640825e+00
8708 8765.741131577 9.160463162007e+00 3.452741173542e+00
8709 8766.709274468 1.266528000860e+01 -3.816625099068e-02
8710 8767.797892850 7.394128339329e+00 -7.654679809992e+00
8711 8768.800400514 1.319110216591e+00 -4.585801944257e+00
8712 8769.371308012 3.647527536856e+00 -8.007979306083e-01
8713 8770.321068743 2.777094145842e+00 -1.565176975654e+00
8714 8771.029690956 1.824001222826e+00 1.145075648137e-01
8715 8771.396367345 -7.304958562833e-01 2.313262976700e+00
8716 8772.413788999 2.628913831235e+00 1.091619727153e+01
8717 8773.892563781 5.453465359616e+00 -6.573624220770e+00
8718 8774.336921666 6.400865027128e+00 4.910314808006e+00
8719 8775.643665409 5.923690770046e+00 -8.036589557101e+00
8720 8776.412826979 5.689695986736e+00 -3.720497350100e+00
8721 8777.325477643 3.379770621228e+00 -3.099864048778e+00
8722 8778.016754196 3.267322075785e+00 -3.402977822188e-01
8723 8778.547501529 2.067907185980e+00 4.228305551797e+00
8724 8779.874152389 6.637928033704e+00 -4.037387444522e+00
8725 8780.751048628 3.516497678136e+00 -2.305249399578e+00
8726 8781.399843070 3.052578664652e+00 6.566502042750e-01
8727 8781.999405250 1.560566647999e+00 3.812765293088e+00
8728 8782.763532849 1.382579393907e-01 9.839268626153e+00
8729 8784.098180393 2.006494651199e+01 -2.723665649504e+00
8730 8785.349005620 4.303861543330e-01 -9.020694327047e+00
8731 8786.001416920 4.148772958219e+00 -3.820557705491e+00
8732 8786.925723642 2.059441559373e+00 -2.880268282707e+00
8733 8787.516533268 2.913003938355e+00 1.512062517094e-01
8734 8788.234123962 3.387277802405e+00 2.290650115864e+00
8735 8789.166704652 5.282599150275e+00 1.980545260836e+00
8736 8790.055912969 4.840929597958e+00 1.391111179332e+00
8737 8790.605373031 9.578629173874e-01 6.827037697537e+00
8738 8791.865750061 1.479462392360e+01 1.204301763491e-01
8739 8792.938115377 7.447275446436e+00 -6.721903628285e+00
8740 8793.748087606 5.701426255798e+00 -3.312474008920e+00
8741 8794.528210803 4.976287431817e+00 -1.062343465019e+00
8742 8795.102194578 4.576060135186e+00 5.233177088404e+00
8743 8796.605348615 7.592909811515e-01 -6.289950931197e+00
8744 8797.281339331 2.278818537064e+00 -2.155537124449e+00
8745 8797.933469184 2.406165538569e+00 5.260161878167e-02
8746 8798.459711537 1.077468248103e+00 3.323474077284e+00
8747 8799.627566552 6.320328827278e+00 1.075860510011e+00
8748 8800.402790798 4.374668282875e+00 2.401787444798e+00
8749 8800.875335741 -2.766122976585e+00 7.322964385076e+00
8750 8802.633957952 3.977447014757e+00 -1.415706333062e+01
8751 8803.428243939 3.855118088963e+00 -6.457749763694e+00
8752 8804.220472214 3.913935713800e+00 -3.726593392522e+00
8753 8805.171186875 1.173092969628e+00 -2.109750985372e+00
8754 8805.599435361 1.819377103257e+00 1.058388703596e+00
8755 8806.272540599 1.532875467121e+00 4.323042325884e+00
8756 8807.488748834 7.656694168573e+00 -2.629349096623e-01
8757 8808.223313838 7.060446261857e+00 3.376791743557e+00
8758 8809.413500174 3.457951095914e+00 -3.058162221636e+00
8759 8809.849477655 2.775500543591e+00 3.083915081479e+00
8760 8810.602647387 3.168123720766e+00 9.564169934985e+00
8761 8812.167774580 2.680946163518e+00 -8.889331693614e+00
8762 8812.725714809 6.974931808247e+00 -1.109278464267e+00
8763 8813.832162751 2.494532061169e+00 -4.106051027973e+00
8764 8814.311277666 4.390624822275e+00 1.757965996566e+00
8765 8815.594893298 1.823212400938e+00 -3.847927013378e+00
8766 8816.333686040 1.036676775581e+00 -8.104509669530e-01
8767 8816.597902425 7.269710185096e-02 1.451093229660e+00
8768 8817.604528339 2.905202541221e+00 4.677855999022e+00
8769 8818.267042194 -1.874456620232e+00 9.998235030802e+00
8770 8819.823257464 1.311934278933e+01 -1.200484434279e+01
8771 8820.831983669 2.295546939541e+00 -7.015417943298e+00
8772 8821.428062324 5.548573975741e+00 -1.552767733015e+00
8773 8822.438231461 3.036002005973e+00 -3.074417278303e+00
8774 8822.982439196 3.884100849388e+00 1.541974938551e+00
8775 8823.926324359 6.229853015091e+00 6.200473107205e-01
8776 8824.821596600 6.465387932440e+00 -2.199413362368e-02
8777 8825.747064034 5.183368920306e+00 -1.134479101572e+00
8778 8826.471286824 4.507899521932e+00 1.402786190466e+00
8779 8827.196344366 4.289272752362e+00 4.558226015886e+00
8780 8828.126900137 8.296414670552e+00 5.496869711289e+00
8781 8829.200853015 8.815617426979e+00 -1.469691584582e+00
8782 8829.757344108 6.326794344437e+00 9.030788046330e+00
8783 8831.476274008 -3.666446292816e+00 -5.881726807903e+00
8784 8832.095903441 9.457544150728e-01 -2.685889236715e+00
8785 8832.667733534 2.350680737203e+00 -3.866889095372e-01
8786 8833.353272701 2.819420323838e+00 1.518471214640e+00
8787 8834.227333954 3.800584242313e+00 1.920167230881e+00
8788 8834.898748526 2.398762969622e+00 5.757337457702e+00
8789 8836.174940859 5.899053141664e+00 -1.874845324707e+00
8790 8836.623445374 2.364340973921e+00 6.234481494021e+00
8791 8837.776447826 1.578000749784e+01 2.724013019382e+00
8792 8839.103878636 5.446527184592e-01 -7.544897820508e+00
8793 8839.786452489 2.087819555342e+00 -2.288234648649e+00
8794 8840.183848850 2.348209738865e+00 2.783576403949e+00
8795 8841.401930089 6.725001392031e+00 -2.870794490527e+00
8796 8842.186429294 6.302813250545e+00 -6.670059811053e-01
8797 8843.085298045 6.124103589019e+00 -1.382332386601e+00
8798 8844.209896067 5.994276800563e-01 -1.364362724167e+00
8799 8844.421280321 4.938868498948e-01 1.343523706648e+00
8800 8845.399046171 3.116318017417e+00 3.312151823807e+00
8801 8845.929067542 -3.505128206894e+00 6.980128178898e+00
8802 8847.529970810 1.657692962577e+01 -1.197143250085e+01
8803 8848.664758578 -1.974254616014e-01 -7.388028849727e+00
8804 8849.293012163 3.150195221128e+00 -2.838486984622e+00
8805 8849.940859440 4.695654804586e+00 2.805179321260e-01
8806 8850.968666279 4.285349598244e+00 -2.480538367502e+00
8807 8851.906343481 1.062351203377e+00 -1.056039052918e+00
8808 8852.149291308 1.429123478517e-01 1.542740213981e+00
8809 8853.023070043 9.122249687209e-01 7.663087899481e+00
8810 8854.558251386 3.385206610496e+00 -4.957568623946e+00
8811 8854.955551217 4.040992130300e+00 3.612953066195e+00
8812 8856.079945292 8.022021754993e+00 -1.670624555521e+00
8813 8856.734523784 7.754809368066e+00 4.895340367354e+00
8814 8857.963064805 6.947152828526e+00 -6.465045143848e+00
8815 8858.680999708 7.670816385175e+00 -1.641658366413e+00
8816 8859.693494673 5.074590642498e+00 -4.635506517324e+00
8817 8860.675496387 9.897857867488e-01 -2.266669562212e+00
8818 8861.046695267 1.851717588509e+00 1.369012846265e+00
8819 8861.974859877 4.159913254564e+00 1.822322703292e+00
8820 8862.808651074 4.249818164599e+00 2.497351321498e+00
8821 8863.498357024 2.601383304089e+00 6.174835461412e+00
8822 8864.378003968 6.152884500797e+00 1.284642297742e+01
8823 8865.753819372 1.340514994365e+01 -1.182826250336e+01
8824 8866.791201368 1.990331851666e+00 -8.586087691167e+00
8825 8867.753787140 -2.516048504459e-01 -2.067913802830e+00
8826 8868.092270037 1.630057912342e+00 3.684986192093e-01
8827 8868.750967015 2.048868774928e+00 3.024358301182e+00
8828 8869.691904789 6.405535800370e+00 5.449130081410e+00
8829 8871.078180954 1.852686875733e+00 -4.504164957923e+00
8830 8871.689920886 1.938245798481e+00 -5.101323946282e-01
8831 8872.005432888 -4.401725633899e-01 2.575481714449e+00
8832 8873.297980869 9.340988607613e+00 1.838461825600e+00
8833 8874.050059551 8.940407750622e+00 6.229003409901e+00
8834 8875.172814315 1.225003450032e+01 -4.081212942357e+00
8835 8876.122838582 7.578433942732e+00 -5.471805936670e+00
8836 8876.890060628 8.444459461143e+00 -2.302582269590e+00
8837 8878.289574607 -7.239524447424e-01 -9.940962374679e-01
8838 8878.480878110 9.831746975541e-01 2.484816383226e-01
8839 8879.175609723 2.035208219799e+00 2.409977668224e+00
8840 8880.343782097 2.320857943244e+00 -5.327930717458e-01
8841 8880.621668525 -8.834669416004e-01 2.519285875868e+00
8842 8881.726078190 6.964107426256e+00 1.197583166283e+01
8843 8883.028741255 1.365897177072e+01 -8.169987589699e+00
8844 8884.165749605 1.845286905303e-01 -3.735372847149e+00
8845 8884.446684815 2.906152340079e+00 1.993250202837e+00
8846 8885.602305365 7.206590307335e+00 -3.470551176354e+00
8847 8886.584181469 2.649140185698e+00 -3.131536107866e+00
8848 8887.058666341 3.466148706210e+00 2.134065314310e+00
8849 8888.146956751 5.482459227704e+00 -1.423597060233e+00
8850 8888.831196780 5.388199476397e+00 2.313641028780e+00
8851 8889.952996221 4.071933191495e+00 -2.342280018128e+00
8852 8890.537948369 3.421185434142e+00 1.858903440956e+00
8853 8891.306737048 3.273084624844e+00 3.730149310609e+00
8854 8891.874379357 -3.309820725656e+00 8.733669133829e+00
8855 8893.684840402 1.176830682294e+00 -1.508024865908e+01
8856 8894.604473094 -4.826415344958e-01 -4.119815568897e+00
8857 8895.038202754 3.439278452187e+00 -4.120997830614e-01
8858 8896.103336815 1.878239440560e+00 -2.102453511481e+00
8859 8896.531323011 2.109563289759e+00 1.954642601289e+00
8860 8897.673494067 3.034495564148e+00 -7.899776408518e-01
8861 8898.051507139 2.001443823893e-01 3.618456017128e+00
8862 8899.302724467 9.048587731598e+00 1.071375640183e+00
8863 8900.126946768 7.870709441152e+00 2.171592342771e+00
8864 8900.854875978 8.076189251060e+00 7.829365259886e+00
8865 8902.243765062 4.192319245216e+00 -8.829114340008e+00
8866 8903.054487162 2.243211954315e+00 -2.990896367987e+00
8867 8903.453422786 2.871251321429e+00 2.766990954070e+00
8868 8904.497639306 9.815045814368e+00 1.182370475636e+00
8869 8905.780057620 8.976139421881e-01 -4.951382805437e+00
8870 8906.334722625 3.346134773329e+00 -8.986036282726e-01
8871 8907.296439180 1.429467507690e+00 -9.995261945139e-01
8872 8907.620487928 3.769122659734e-01 1.724448600512e+00
8873 8908.365865373 -1.386264665348e+00 6.145251611347e+00
8874 8909.714669788 1.256232408458e+01 5.047588997712e-01
8875 8910.428989515 1.159398149439e+01 7.759805069319e+00
8876 8911.756517262 6.176057262802e+00 -1.171514229665e+01
8877 8912.717343388 7.333600866340e-01 -5.194683924161e+00
8878 8913.324972961 3.148502355219e+00 -1.695009803497e+00
8879 8914.111116782 3.171407662380e+00 -6.593125120757e-01
8880 8914.741188912 3.036734840718e+00 2.309641000031e+00
8881 8915.623803672 5.160695714363e+00 3.447718119289e+00
8882 8916.514178386 7.601978800892e+00 4.148210270358e+00
8883 8917.678078160 5.275441975426e+00 -3.475901334706e+00
8884 8918.302168644 4.509077684955e+00 1.366164939927e+00
8885 8918.917303083 2.673026443135e+00 6.946366458809e+00
8886 8920.276287089 7.694663120606e+00 -5.116357118786e+00
8887 8920.807424922 7.814473745470e+00 5.664641434042e+00
8888 8922.348329237 -1.547184237187e+00 -5.994540178534e+00
8889 8922.962986122 1.653139898085e+00 -2.137666197082e+00
8890 8923.430369164 2.638250558889e+00 1.555771325706e+00
8891 8924.452124841 5.469886342206e+00 -1.852988002348e-01
8892 8925.469534406 2.359490536653e+00 -1.562174237282e+00
8893 8925.913861821 1.481605609689e+00 2.046342638869e+00
8894 8926.590671427 -3.246373415219e-01 5.544452796660e+00
8895 8927.543910280 4.192566782427e+00 1.578015404999e+01
8896 8929.299323788 -2.883011074822e+00 -7.950376669445e+00
8897 8929.808678924 4.113924598624e+00 -2.973443872404e+00
8898 8930.622184355 4.387756580720e+00 -2.049631033758e+00
8899 8931.360853743 4.829318488736e+00 1.132140970867e-01
8900 8932.151532174 5.920861779090e+00 1.799601768489e+00
8901 8933.161556856 6.539873368198e+00 -1.527964352500e+00
8902 8934.023589736 5.116001068162e+00 -1.127809534058e+00
8903 8934.749925304 4.948511382069e+00 1.466439996026e+00
8904 8935.684604088 4.694794287995e+00 1.731315595547e-01
8905 8936.253765071 2.449830969991e+00 4.964787962322e+00
8906 8937.198156762 8.075117944523e+00 8.756140725929e+00
8907 8938.346035492 1.457270871861e+01 -2.945898637785e+00
8908 8939.308181977 1.027950924553e+01 -6.310892029712e+00
8909 8940.290249828 4.614932989124e+00 -6.793748094194e+00
8910 8941.181572192 2.262013931578e+00 -4.115481615579e+00
8911 8942.047712430 8.262824496334e-01 -1.513185545025e+00
8912 8942.474071166 1.091791366143e+00 6.291566303416e-01
8913 8942.901797183 -1.302202412630e+00 2.168567768252e+00
8914 8944.315501548 9.239362373595e+00 1.121986550658e+00
8915 8945.056384875 8.084670968453e+00 5.212670436580e+00
8916 8946.156952172 8.836367989635e+00 -2.553921164557e+00
8917 8946.789546432 8.480246829858e+00 5.358824180606e+00
8918 8948.094866137 4.851265274768e+00 -8.151730902928e+00
8919 8948.871203068 4.184325385149e+00 -3.603911980038e+00
8920 8949.659174963 3.066648294352e+00 -1.407646193891e+00
8921 8950.085438400 1.733143251859e+00 4.018455944730e+00
8922 8951.679585355 3.647821431703e-01 -4.137324590280e+00
8923 8952.132146366 2.920848708485e+00 4.541197547956e-02
8924 8952.910570342 3.583581464024e+00 1.230485939604e+00
8925 8953.663140522 3.569223325398e+00 3.257727794739e+00
8926 8954.570266106 4.249791605788e+00 2.830882669012e+00
8927 8955.021105983 -3.946342344388e+00 6.869988112593e+00
8928 8956.904086111 -4.653567968250e-01 -1.422852674184e+01
8929 8957.719764459 7.728652722745e-01 -5.218644703900e+00
8930 8958.329612995 3.317422660221e+00 -1.797980966139e+00
8931 8959.083915903 3.984929639605e+00 -3.762425170105e-01
8932 8959.872529807 4.543573939655e+00 8.444798446471e-01
8933 8960.757465937 4.892206633191e+00 5.494998105100e-01
8934 8961.514277567 4.697410994031e+00 2.597823992281e+00
8935 8962.376098410 5.748573809414e+00 3.269445056520e+00
8936 8963.122595274 5.711958470778e+00 7.950866225323e+00
8937 8964.501768867 4.674825042697e+00 -6.127878754674e+00
8938 8965.042322645 5.997179297351e+00 1.591646774004e+00
8939 8965.909132690 8.730019284505e+00 2.257788078135e+00
8940 8966.831852557 1.176454795886e+01 5.138256193615e-01
8941 8968.083142598 1.421851986276e+00 -6.616468526461e+00
8942 8968.730830805 3.623994513678e+00 -2.321826693156e+00
8943 8969.576813396 2.752907565245e+00 -1.506326562658e+00
8944 8970.156460463 2.741604250711e+00 1.627468113335e+00
8945 8971.008144512 3.999738221739e+00 2.643793272222e+00
8946 8971.900341570 4.186533414330e+00 2.207457490475e+00
8947 8972.398475359 -1.706026708195e+00 6.771583089381e+00
8948 8973.827888983 1.724041615968e+01 -4.082541451419e+00
8949 8974.779544771 1.197455496602e+01 -7.299792128438e+00
8950 8976.046813315 -1.236085249937e+00 -2.639170815143e+00
8951 8976.339748018 2.391758220828e+00 1.647487178389e-01
8952 8977.267754470 4.237155585619e+00 -6.855108370953e-01
8953 8978.139157901 2.615282265400e+00 -4.867484720181e-01
8954 8978.484856067 -4.488839277068e-01 3.404612226308e+00
8955 8980.105035039 3.363191251550e+00 -5.751417130742e+00
8956 8980.789975097 3.071195352666e+00 -1.255565561924e+00
8957 8981.364598450 2.344509915208e+00 1.842942367648e+00
8958 8981.893809433 -1.765992458028e+00 5.426858362924e+00
8959 8983.298016882 1.726358523173e+01 -1.278155475463e+00
8960 8984.458470335 3.336604935413e+00 -7.412592451843e+00
8961 8984.976927663 7.225601991486e+00 8.006320470456e-01
8962 8986.278143617 4.408377868753e-01 -4.590044914227e+00
8963 8986.765638639 3.550929483354e+00 -3.721707307318e-01
8964 8987.708763258 3.538913479131e+00 -1.450792531814e+00
8965 8988.513243869 2.196156984771e+00 -3.771104163965e-01
8966 8988.936179401 3.463317421552e-01 2.535520064641e+00
8967 8989.737246620 -7.816095633051e-01 8.151194231915e+00
8968 8991.143647231 1.244203074621e+01 -3.869173864906e+00
8969 8991.847222467 1.209046714699e+01 3.528464732246e+00
8970 8993.206522750 4.001103462144e-01 -6.912378709995e+00
8971 8993.843872417 2.486318139443e+00 -2.039532753227e+00
8972 8994.285296829 2.614607178684e+00 2.981108535564e+00
8973 8995.438088515 8.477227328031e+00 -1.683184671388e+00
8974 8996.520060324 2.404741292751e+00 -3.628902500084e+00
8975 8997.025737752 3.577203564490e+00 1.180320842502e+00
8976 8997.967571698 4.724011756810e+00 1.806858573373e-01
8977 8998.648899442 4.185460706594e+00 3.555861341990e+00
8978 8999.718728032 5.320731791175e+00 -2.203451860206e-01
8979 9000.243406943 2.170214882478e+00 5.480557090024e+00
8980 9001.129405308 6.574531661230e+00 1.344510186336e+01
8981 9002.623776993 6.591818546513e+00 -1.566304841774e+01
8982 9003.873677517 -1.112207669463e+00 -7.112237182970e-01
8983 9004.052178244 1.084454414990e+00 -8.660746449610e-02
8984 9004.805111170 2.847496194933e+00 9.622910993387e-01
8985 9005.606797077 3.931589916047e+00 2.433731631504e+00
8986 9006.565630589 5.283682510684e+00 1.134935237887e+00
8987 9007.260756057 4.406524100385e+00 4.790622618878e+00
8988 9008.304703038 8.377878629492e+00 1.481654052741e+00
8989 9009.070075285 8.178188117655e+00 4.849562358719e+00
8990 9010.088962864 1.165182539944e+01 -3.016455581778e-01
8991 9011.033504193 1.007484025898e+01 -3.303881035657e+00
8992 9012.042284017 4.286742485303e+00 -4.795824708128e+00
8993 9012.644453438 5.700721567166e+00 6.398732607058e-01
8994 9013.551021067 7.773844829883e+00 -3.216333398774e-01
8995 9014.565229679 5.852172648409e+00 -3.882251178850e+00
8996 9015.596687046 8.791607366008e-01 -2.214339420716e+00
8997 9015.977933055 1.714261249962e+00 1.082243000129e+00
8998 9016.814019973 2.479388907106e+00 1.948199676958e+00
8999 9017.345160194 -1.518363311246e+00 4.800043197571e+00
9000 9018.424475610 8.267005092556e+00 1.608057667278e+01
9001 9020.072493602 -1.699521514528e+00 -9.255695528156e+00
9002 9020.646017116 3.896734752817e+00 -3.251484871718e+00
9003 9021.257036937 6.164102598742e+00 1.412987268343e+00
9004 9022.745934353 -6.504452950196e-01 -1.267658866878e+00
9005 9022.965488033 1.070587320535e+00 3.296234244495e-01
9006 9023.565193774 9.890868742798e-01 3.083917907010e+00
9007 9024.667245993 7.267705980834e+00 3.040161343890e+00
9008 9025.628559534 7.926849105798e+00 3.447234911778e-01
9009 9026.521713970 6.479790918138e+00 -3.994081276612e-01
9010 9027.231504803 5.895286123229e+00 3.219934237082e+00
9011 9028.106836457 8.189439569284e+00 4.053352472460e+00
9012 9028.987081386 1.155825120289e+01 4.905590963840e+00
9013 9030.147631957 9.517990244717e+00 -7.631698478541e+00
9014 9031.032976777 6.332438644779e+00 -5.931341327280e+00
9015 9032.149738850 -2.204327344570e-01 -2.195119539551e+00
9016 9032.444258623 1.802189180772e+00 7.620216383411e-01
9017 9033.515720830 2.116259624406e+00 -7.810145339868e-01
9018 9033.854034846 3.342639524081e-02 2.639186875259e+00
9019 9035.168949368 5.764624777498e+00 -4.656463528983e-01
9020 9035.749059048 3.148863215568e+00 4.421907998798e+00
9021 9036.429306615 -5.782407510951e-01 1.162201003632e+01
9022 9038.302210472 -3.388678236963e+00 -6.568680677414e+00
9023 9038.744798376 4.256223610651e+00 -2.406463800561e+00
9024 9039.773178758 1.190198293469e+00 -2.408986569680e+00
9025 9040.140208824 1.987381464642e+00 1.657874894973e+00
9026 9040.975491232 4.872351716288e+00 5.015989993958e+00
9027 9042.313865996 3.884996154954e+00 -5.151302203770e+00
9028 9043.019421320 3.475770738181e+00 -1.262355833068e+00
9029 9043.610772971 3.283706814733e+00 2.460682164361e+00
9030 9044.618071148 4.468448811978e+00 5.485628263043e-01
9031 9045.108590882 5.196970764791e-01 5.720500220087e+00
9032 9046.315029702 1.295240495655e+01 3.102153422743e+00
9033 9047.178898922 1.509867181791e+01 3.623245963965e+00
9034 9048.588554505 -1.190239247449e+00 -6.620170759103e+00
9035 9049.087937802 4.271950245205e+00 -1.923021019111e+00
9036 9049.992714868 4.100574514585e+00 -2.636584018650e+00
9037 9050.882205632 2.292385918881e+00 -1.795079615525e+00
9038 9051.428508999 2.332958280413e+00 1.246459003498e+00
9039 9052.224339386 2.552269915839e+00 2.322568997023e+00
9040 9052.755417231 -2.218776538355e+00 5.589684097630e+00
9041 9054.400106783 5.681818692073e+00 -7.024663575813e+00
9042 9054.931264072 7.002082014147e+00 2.315038684062e+00
9043 9055.905240586 9.773707434654e+00 -7.942193062515e-01
9044 9056.785351957 9.990564567991e+00 -1.409583871868e+00
9045 9057.930288444 1.919216553706e+00 -4.435130002487e+00
9046 9058.352731342 4.140605288947e+00 1.963845724566e+00
9047 9059.695201794 5.665063020783e-01 -2.023816268621e+00
9048 9059.901550741 9.663634459397e-01 1.867465032928e+00
9049 9061.261010259 4.068821275647e+00 -3.492782322952e+00
9050 9062.010375428 2.710415823868e+00 -8.182389892317e-01
9051 9062.556640823 1.645359974984e+00 1.917523314630e+00
9052 9063.065987666 -2.772565016925e+00 4.232520412168e+00
9053 9064.398647015 1.879889810548e+01 8.972792239112e+00
9054 9065.676445012 7.718802352378e+00 -1.379385413438e+01
9055 9066.715937219 -6.915044118863e-01 -5.326810204342e+00
9056 9067.344319124 1.821194275565e+00 -2.047741826578e+00
9057 9067.890693026 2.751146459312e+00 8.824307778194e-01
9058 9068.707565891 4.250341046436e+00 2.216765282282e+00
9059 9069.651864012 5.717222996842e+00 1.085076963116e+00
9060 9070.419820652 5.806718690568e+00 3.447387103848e+00
9061 9071.485275093 5.879679000719e+00 -1.180903119830e+00
9062 9072.068890118 4.201423396203e+00 4.506983333677e+00
9063 9072.950481989 8.686204184619e+00 8.177110024053e+00
9064 9074.381551781 1.723544337940e+00 -6.429553209356e+00
9065 9074.869755815 4.727570480530e+00 2.686942797427e-01
9066 9075.539800391 5.922936381305e+00 5.640046669579e+00
9067 9076.905342563 4.859848832402e+00 -8.774524821714e+00
9068 9077.941193163 -3.129548460956e-01 -2.576799024684e+00
9069 9078.388813149 1.569400553150e+00 -2.830680546779e-01
9070 9078.885068810 1.000219078017e+00 2.282666856248e+00
9071 9079.958594689 4.533425199864e+00 1.884615538351e+00
9072 9080.600278838 2.221266830854e+00 5.732633945690e+00
9073 9081.525029641 7.096243590848e+00 1.054480549592e+01
9074 9082.687459166 1.755163410139e+01 -1.920463668178e+00
9075 9083.817684468 5.253107130388e+00 -9.813808216675e+00
9076 9084.719189339 1.651607066778e+00 -4.480079974733e+00
9077 9085.261991006 4.070764480242e+00 -2.071988547882e-01
9078 9086.216791442 3.843577119091e+00 -1.549031868905e+00
9079 9086.854064628 3.710016599698e+00 1.746028343114e+00
9080 9087.619989059 4.785472906155e+00 4.875785090937e+00
9081 9088.908988498 4.005813506405e+00 -3.758807868582e+00
