# n gamma re_zetaprime im_zetaprime
486 792.888652563 8.638038872340e-01 1.400115803675e+00
487 794.483791870 4.093737535624e+00 1.267729310249e+00
488 795.606596156 4.148931083607e+00 3.671486158668e+00
489 797.263470038 7.048122346545e+00 -1.032789362389e+00
490 798.707570166 4.279728323807e+00 -2.347316371804e+00
491 799.654336211 4.806120415954e+00 1.732863300603e+00
492 801.604246463 1.122686621028e+00 -3.253048088051e+00
493 802.541984878 1.653432637799e+00 -6.424136678674e-01
494 803.243096204 1.063037345260e+00 1.945407358997e+00
495 804.762239113 4.153976009718e+00 2.417482549383e+00
496 805.861635667 3.983655339336e+00 6.214675985471e+00
497 808.151814936 8.752481088679e-01 -5.667331602899e+00
498 809.197783363 1.842138114697e+00 -1.959983534750e+00
499 810.081804886 2.425407142975e+00 4.353557359156e-01
500 811.184358847 3.060809278940e+00 2.279035961650e+00
501 812.771108389 4.826785180652e+00 -3.648613547942e-01
502 814.045913608 3.589622593475e+00 -1.212704561722e-01
503 814.870539626 2.092371736981e+00 4.132093805296e+00
504 816.727737714 8.216110300378e+00 -2.319719121798e+00
505 818.380668866 1.601339721557e+00 -3.648224689547e+00
506 819.204642171 3.196893020873e+00 -7.016358886320e-02
507 820.721898444 2.227269452107e+00 -1.446279855629e+00
508 821.713454133 1.466833300177e+00 2.213787401274e-01
509 822.197757493 -1.104641759036e+00 1.841202517433e+00
510 824.526293872 8.451344746439e+00 -3.811040703299e+00
511 826.039287377 2.485124801585e+00 -3.642823980355e+00
512 826.905810954 3.704479565220e+00 2.056772986529e-01
513 828.340174300 3.791508356546e+00 -1.186481184342e+00
514 829.437010968 3.860213136285e+00 6.262165885919e-01
515 830.895884053 3.251935128210e+00 -8.649802484667e-01
516 831.799777659 2.657376184864e+00 2.121738985595e+00
517 833.003640909 3.928245848783e+00 4.694945562858e+00
518 834.651915148 9.683249357549e+00 -1.243061100829e-01
519 836.693576188 -7.900712904126e-01 -2.621952126461e+00
520 837.347335060 1.580899701493e+00 -5.255861856712e-01
521 838.249021993 1.875357012679e+00 1.323874637219e+00
522 839.465394810 3.031791972740e+00 2.997587099152e+00
523 841.036389829 5.244655919351e+00 3.975741517711e-01
524 842.041354207 4.704518669589e+00 4.439467169126e+00
525 844.166196607 1.009013502827e+00 -3.736053758703e+00
526 844.805993976 3.079637649034e+00 8.417208488998e-01
527 846.194769928 5.287278355202e+00 2.362925548987e-02
528 847.971717640 7.163150857299e-01 -1.903909912126e+00
529 848.489281181 1.415654813165e+00 1.101540190137e+00
530 849.862274349 2.813661147694e+00 1.306190529190e+00
531 850.645448466 -4.104253032187e-01 4.895199487873e+00
532 853.163112583 1.152547638360e+00 -6.108922401759e+00
533 854.095511720 3.204005248740e+00 -1.888161978178e+00
534 855.286710244 3.118512697565e+00 -1.023170383329e+00
535 856.484117491 2.590781151742e+00 -3.061445144126e-01
536 857.310740603 1.803659767132e+00 2.762400132443e+00
537 858.904026466 6.030022739525e+00 1.329321136662e+00
538 860.410670896 4.079827992230e+00 -1.474294593509e+00
539 861.171098213 2.998151980136e+00 3.971785126346e+00
540 863.189719772 3.944122689481e+00 -4.986869664407e+00
541 864.340823930 3.287394993455e+00 -2.218859761974e+00
542 865.594664327 2.154774456939e+00 -1.290451022626e+00
543 866.423739904 2.120417194853e+00 1.329324957929e+00
544 867.693122612 3.092936549945e+00 2.001287790383e+00
545 868.670494229 1.590019585277e+00 5.896171947794e+00
546 870.846902326 4.981444381615e+00 -6.491023522316e+00
547 872.188750822 1.623390513058e+00 -3.066247780379e+00
548 873.098978971 2.271781588782e+00 -4.313916019514e-01
549 873.908389235 1.918508288510e+00 2.722102608920e+00
550 875.985285109 1.407857603672e+00 -2.331832430016e+00
551 876.600825833 1.842840281088e+00 1.245279222581e+00
552 877.654698341 2.003390857900e+00 4.284713389128e+00
553 879.380951970 8.499918062807e+00 9.236751832731e-02
554 880.834648848 6.681285359153e+00 -3.143357484421e+00
555 882.386696627 1.617448284044e+00 -3.470935110324e+00
556 883.430331839 1.663186140758e+00 -1.074737735260e+00
557 884.198743115 1.596047526132e+00 1.257930749162e+00
558 885.272304480 1.672428858977e+00 3.771308824144e+00
559 886.852801963 7.443373524917e+00 3.008560686242e+00
560 888.475566674 6.203137997864e+00 -3.318369334984e+00
561 889.735294294 4.315906526600e+00 -2.186480412001e+00
562 890.813132113 4.672926738060e+00 1.427257752435e-02
563 892.386433260 2.283021070674e+00 -2.141042589328e+00
564 893.119117567 2.586000695991e+00 1.666774677349e+00
565 894.886292321 1.737623099462e+00 -1.366933678993e+00
566 895.397919675 7.832414673309e-01 2.053596343483e+00
567 896.632251556 2.096274378277e+00 7.182538841535e+00
568 899.221522668 -1.500590648837e+00 -3.315266682023e+00
569 899.858884608 2.004437107932e+00 -9.343062983607e-01
570 900.849739861 2.824569585984e+00 7.081908437892e-01
571 902.243207587 3.081715803652e+00 -2.250245997050e-01
572 903.099674443 2.201882181506e+00 3.024160503959e+00
573 904.702902722 5.887574579061e+00 5.904843711278e-01
574 905.829940758 6.131902345740e+00 2.891754035015e+00
575 907.656729469 2.481842224776e+00 -3.538356508955e+00
576 908.333543645 3.613192595666e+00 1.971305946720e+00
577 910.186334057 2.472208671280e+00 -3.588545085238e+00
578 911.234951486 2.371657842870e+00 -1.102359213885e+00
579 912.331045600 1.564685627237e+00 -3.352506240628e-02
580 912.823999247 -6.693227067342e-01 2.004201046979e+00
581 914.730096958 9.187843786958e+00 2.729737577535e+00
582 916.355000809 6.587091925458e+00 -4.672349445117e+00
583 917.825377570 1.589683580522e+00 -3.450270818399e+00
584 918.836535244 1.642382180082e+00 -9.351429856906e-01
585 919.448344440 1.062239729555e+00 2.081295138973e+00
586 921.156395507 5.269759974053e+00 -9.697214445348e-02
587 922.500629307 3.491820489255e+00 -8.162974019385e-01
588 923.285719802 2.358162245387e+00 3.320611165137e+00
589 924.773483933 7.866872263906e+00 3.162771654263e+00
590 926.551552785 4.137789533836e+00 -5.375430613495e+00
591 927.850858986 1.587955921446e+00 -2.572311184749e+00
592 928.663659329 2.505871086277e+00 2.355257770997e-01
593 929.874092851 3.028001110246e+00 6.496028543526e-01
594 931.009211337 2.822919731551e+00 1.602769563618e+00
595 931.852740746 1.147917679607e-01 5.425119566388e+00
596 934.385306837 -2.900600552580e-01 -4.124181778379e+00
597 934.995424864 3.005927256984e+00 -7.645102437881e-02
598 936.228649379 4.342555420281e+00 1.348970016511e-01
599 937.532925712 4.733895737366e+00 -4.324332177131e-01
600 939.024300899 2.030137749276e+00 -1.650245031024e+00
601 939.660940615 1.704688249693e+00 2.000746473778e+00
602 941.156999642 4.315298529872e+00 1.149166873304e+00
603 942.052341643 2.512444332293e+00 5.754734417741e+00
604 944.188035810 3.734505792680e+00 -6.519100151235e+00
605 945.333562503 3.064213045023e+00 -3.032982354622e+00
606 946.765842205 3.433159929311e-01 -9.671909175193e-01
607 947.079183096 4.338817279675e-01 9.105699437220e-01
608 948.346646255 2.133400745178e+00 4.078119436288e+00
609 950.151612685 5.308119209208e+00 -1.630766940507e+00
610 951.033248734 4.648171922444e+00 3.395937177770e+00
611 952.727988620 6.337648976523e+00 -3.313270967551e+00
612 954.129719270 2.289034973780e+00 -2.658835833841e+00
613 954.829308938 3.073909422851e+00 1.778308279203e+00
614 956.675479343 1.808770176577e+00 -2.651213744651e+00
615 957.510052596 2.168508426398e+00 1.568660362619e-01
616 958.414593390 1.677260494901e+00 2.297879137064e+00
617 959.459168807 7.282306397327e-01 6.306365286505e+00
618 961.669572474 5.194576367055e+00 -7.441052771925e+00
619 963.182086671 -9.595944067535e-02 -1.771103887905e+00
620 963.567040192 1.386545172267e+00 8.463192696672e-01
621 965.055579624 3.588489203494e+00 -2.036844053079e-01
622 966.110754818 3.507264930148e+00 1.602421787505e+00
623 967.371153766 4.657003865990e+00 1.949438467355e+00
624 968.636301906 5.925249582790e+00 2.173167570138e+00
625 970.125610557 5.586388801437e+00 -1.480278228567e+00
626 971.071491486 5.730634915687e+00 3.122697462167e+00
627 973.185361294 -3.685781480646e-01 -3.126790746956e+00
628 973.873078993 1.859036593974e+00 -5.358569441202e-01
629 974.774635066 2.187101486205e+00 1.455820937518e+00
630 976.178502421 3.099390352375e+00 5.883448026831e-01
631 976.917202117 4.540900901835e-01 4.292159260729e+00
632 978.766671535 1.045171801674e+01 -6.339997145040e-01
633 980.578000640 3.040273083570e-01 -3.850506000214e+00
634 981.288615302 2.677593253972e+00 -3.908154572436e-01
635 982.396485169 3.446606498848e+00 6.930164554114e-01
636 983.575076006 4.451875312526e+00 1.688292923318e+00
637 985.186928656 3.123373604642e+00 -1.998429197939e+00
638 986.130515110 2.321931984530e+00 4.400095969488e-01
639 986.756008408 -6.357555891684e-01 3.559209826993e+00
640 988.992622371 6.265055325227e+00 -6.037326106331e+00
641 990.223917804 3.774631896342e+00 -3.447438004988e+00
642 991.374294148 3.298384480378e+00 -1.842161726855e+00
643 992.728696337 1.113613201655e+00 -1.136749681511e+00
644 993.214580957 7.064187000400e-01 1.444442801329e+00
645 994.404590571 1.678721267489e+00 4.962919221839e+00
646 996.205336164 8.247004699318e+00 -1.452406151881e+00
647 997.511934752 6.168532851479e+00 -2.201665267139e+00
648 998.827547137 3.982644826599e+00 -2.360460512115e+00
649 999.791571557 4.525957476730e+00 7.450679551286e-01
650 1001.349482638 3.257970395102e+00 -2.450624509861e+00
651 1002.404305488 2.694256800163e+00 -4.852960163287e-01
652 1003.267808179 2.315105263215e+00 2.259446433138e+00
653 1004.675044121 4.310205630569e+00 1.547890132941e+00
654 1005.543420304 1.927035707150e+00 6.507007045506e+00
655 1008.006704307 -1.205552057760e+00 -4.581083024617e+00
656 1008.795709901 1.946328833144e+00 -1.606080164709e+00
657 1009.806590747 2.100086102383e+00 -2.436824096798e-01
658 1010.569757011 1.386964800595e+00 2.643619888750e+00
659 1012.410042516 3.244997940969e+00 -1.552747404350e+00
660 1013.058638098 1.898579320319e+00 3.287198641485e+00
661 1014.689632622 7.570854397648e+00 3.251332911946e-01
662 1016.060178943 6.237635961413e+00 -1.930863506464e+00
663 1017.266402364 5.635301429573e+00 -1.297332079064e+00
664 1018.605572519 4.354142294735e+00 -2.329712957283e+00
665 1019.912439744 2.375374104743e+00 -1.901304870133e+00
666 1020.917475017 1.820162016427e+00 -1.665800365874e-01
667 1021.544344500 2.749390646374e-01 2.356867267031e+00
668 1022.885270912 3.129380840578e+00 7.647063662394e+00
669 1025.265724198 -5.713520274465e-01 -3.371525227073e+00
670 1025.707944371 2.785649060983e+00 7.900623427584e-01
671 1027.467693516 1.335199260048e+00 -2.416396256774e+00
672 1028.128964255 2.152423959441e+00 8.854052972026e-01
673 1029.227297444 3.230162125285e+00 2.903038624551e+00
674 1030.897368791 4.186307461533e+00 -1.694227408331e+00
675 1031.833180297 3.522777730251e+00 1.367813035788e+00
676 1032.812883035 3.196859070767e+00 5.122784228285e+00
677 1034.612915530 8.423014808902e+00 -3.948317325023e+00
678 1036.195917358 8.933351196567e-01 -3.752751938202e+00
679 1037.024707646 2.434042161545e+00 -7.832833783784e-01
680 1038.087752241 2.611019062889e+00 3.039927376360e-01
681 1039.077401437 2.483498898439e+00 2.222816347083e+00
682 1040.264037938 3.729965759847e+00 4.165657777390e+00
683 1041.621528015 8.169840928498e+00 4.609919266836e+00
684 1043.623954350 5.210004632690e-01 -4.792062657021e+00
685 1044.514975829 1.811304493941e+00 -1.236007088066e+00
686 1045.107042353 1.444093294145e+00 2.399096835650e+00
687 1047.089817484 2.515989085556e+00 -3.172780598747e+00
688 1047.987147490 2.716488980123e+00 -1.475549517651e-01
689 1048.953785195 2.576399408984e+00 1.816398617978e+00
690 1049.996284257 2.537721657715e+00 4.839444666171e+00
691 1051.576571843 9.825814736772e+00 1.832195868901e+00
692 1053.245785158 4.284790755975e+00 -5.967098128461e+00
693 1054.781039478 -1.542629967102e-01 -9.106034266586e-01
694 1055.002146476 5.934522400772e-01 6.575382146068e-01
695 1056.688847364 1.710318307165e+00 -6.114354128836e-01
696 1057.100043660 -3.688684789707e-01 2.101908984454e+00
697 1059.133769107 6.318955574897e+00 -2.141135583716e+00
698 1060.139518562 5.824215250305e+00 1.402144241941e+00
699 1061.501304465 6.941297855488e+00 -7.976023964936e-01
700 1062.915381508 4.514514021033e+00 -3.089084393798e+00
701 1064.071551072 3.572018524145e+00 -1.616181527292e+00
702 1065.121855106 3.731237365223e+00 7.974478056912e-02
703 1066.463223469 2.946330364400e+00 -8.474232291552e-01
704 1067.418860121 2.001501160818e+00 8.653755630241e-01
705 1067.990000079 -1.717434569990e+00 3.053326123266e+00
706 1070.535041997 2.029305609951e+00 -7.664933739895e+00
707 1071.618623215 2.097552948766e+00 -2.960652147620e+00
708 1072.543998011 2.790909559374e+00 -5.390164862169e-01
709 1073.570353165 3.180364173760e+00 1.028852271810e+00
710 1074.747771044 4.232042761108e+00 1.928986109718e+00
711 1076.266625594 3.355022008378e+00 -1.172547821466e+00
712 1076.924056066 1.759237040105e+00 3.584695838449e+00
713 1078.647198481 7.270430044691e+00 -1.296289381111e+00
714 1079.809965429 6.804431971458e+00 -1.818658510185e-01
715 1081.171002343 6.323602047714e+00 -2.584255159970e+00
716 1082.952749723 -3.070638194950e-01 -1.143001190404e+00
717 1083.295466514 8.602407331762e-01 3.902604547184e-01
718 1084.183264310 7.476780663048e-01 2.509937226757e+00
719 1085.647831209 4.990197681978e+00 3.798306283205e+00
720 1086.911998990 7.773840152264e+00 4.610291041765e+00
721 1088.755724675 3.143883066444e+00 -5.805217165251e+00
722 1089.795337924 3.166887676901e+00 -2.225999948611e+00
723 1090.863191026 2.955741723213e+00 -6.739842173145e-01
724 1091.728472967 2.979484046324e+00 2.439928639395e+00
725 1093.440873272 3.265622218029e+00 -2.181248744150e+00
726 1094.284457524 3.075915688881e+00 1.215849658962e+00
727 1095.433084759 3.687920772408e+00 2.282840429141e+00
728 1096.401917795 2.697231972229e+00 6.847668808407e+00
729 1098.841015467 -1.298179462783e+00 -3.170759343231e+00
730 1099.360667179 2.438066534640e+00 -3.925614042938e-01
731 1100.574460622 3.403466867821e+00 -5.240255496047e-01
732 1101.839111169 2.384514787793e+00 -6.803838193194e-01
733 1102.551779900 1.425450505366e+00 2.333356782284e+00
734 1103.732297175 2.923930622828e+00 5.942087497290e+00
735 1105.617188831 6.464987175223e+00 -4.584274605148e+00
736 1106.774371676 4.491204747007e+00 -2.264415750889e+00
737 1107.774531955 4.952267067439e+00 4.384012855572e-01
738 1109.158918857 4.944904153714e+00 -1.809117637839e+00
739 1110.444142994 3.136464672591e+00 -1.854809618107e+00
740 1111.443504765 2.871729466173e+00 6.218456010849e-02
741 1112.432995408 2.633232239269e+00 1.810978123618e+00
742 1113.397595115 1.749224922776e+00 5.216315592921e+00
743 1115.065359462 1.090507799902e+01 7.751064780492e-01
744 1116.787253881 1.993889178823e+00 -5.936782448537e+00
745 1117.965919669 9.374893995842e-01 -2.143142459688e+00
746 1118.684134861 1.738075363116e+00 2.137425965646e-01
747 1119.473247426 1.031432983744e+00 2.811791674151e+00
748 1121.155937676 6.007456059811e+00 -1.781998694813e-03
749 1122.458621357 3.643906775820e+00 -8.754959097061e-01
750 1123.101117388 1.492782927925e+00 4.345574211890e+00
751 1125.314729398 7.393508274120e-01 -3.446123151745e+00
752 1125.763442429 2.662075462968e+00 1.893035035404e+00
753 1127.658023527 1.513225527630e+00 -3.435741883393e+00
754 1128.430224614 2.831565169024e+00 -5.191816386081e-02
755 1129.728996777 2.212962792607e+00 -5.600824979486e-01
756 1130.391597896 9.745280461959e-01 2.322750906429e+00
757 1131.495085562 8.473626841286e-01 6.978889519342e+00
758 1133.708625669 3.307126113053e+00 -7.539695391233e+00
759 1134.885654592 1.504704076591e+00 -2.773476167298e+00
760 1135.562213975 2.817249007538e+00 9.022818127872e-01
761 1136.929293481 4.287194793848e+00 -4.354836409088e-01
762 1138.151589780 3.419545983128e+00 -4.708811812263e-01
763 1138.992341820 2.821821769021e+00 3.017771816608e+00
764 1140.721848172 2.929427056026e+00 -1.743498203984e+00
765 1141.261022964 1.308121924919e+00 3.388759476968e+00
766 1142.858659608 9.913173833075e+00 1.885666293730e+00
767 1144.782299519 -4.101313833156e-01 -3.884495649286e+00
768 1145.485327517 2.346086287973e+00 -8.942508640748e-01
769 1146.576814925 2.546417059038e+00 -1.627213338785e-01
770 1147.501776523 2.346191651171e+00 1.857295212295e+00
771 1148.615277209 3.112101799074e+00 4.017185153117e+00
772 1149.982601028 7.523723636555e+00 4.032923483248e+00
773 1151.562814724 7.460144046672e+00 -3.912872085339e+00
774 1152.943128531 2.656459928365e+00 -3.624249441472e+00
775 1153.890303716 2.873830538627e+00 -7.808891721108e-01
776 1154.697519535 2.859505670411e+00 2.784549343124e+00
777 1156.621567834 1.479832898645e+00 -2.927848491579e+00
778 1157.432314576 1.706558041722e+00 -1.291548498363e-01
779 1158.001609027 -2.497523689355e-02 2.390913045357e+00
780 1159.480657019 5.997350422700e+00 7.031142483131e+00
781 1161.396644634 4.414808333601e+00 -6.775169468066e+00
782 1162.487528602 3.735141700893e+00 -3.138951480903e+00
783 1163.701031683 2.351027326673e+00 -2.083398555549e+00
784 1164.737586351 1.659633253144e+00 -4.951355748260e-01
785 1165.271227706 2.482621918065e-01 2.194788507890e+00
786 1166.943613410 6.197743465788e+00 1.463317354530e+00
787 1168.086271610 6.673378697550e+00 2.730624133625e+00
788 1169.698356885 4.115802721123e+00 -3.344229789527e+00
789 1170.463638578 4.659255113415e+00 2.303843090673e+00
790 1172.120681866 4.404062534631e+00 -3.946796474018e+00
791 1173.305687764 2.628676772829e+00 -2.158158597600e+00
792 1174.232766856 2.762591401633e+00 8.239541137495e-02
793 1175.215452396 2.905213896483e+00 1.992851220334e+00
794 1176.632875810 2.875875961554e+00 1.004075137118e-01
795 1177.106304422 -1.344366344373e+00 3.496829061922e+00
796 1179.701223502 -8.702303368604e-01 -6.142551448196e+00
